0.170000,0.040000,0.020000,0.010000,0.050000,0.000000,0.080000,0.040000,0.080000,0.000000,0.050000,0.000000,0.000000,0.010000,0.050000,0.030000,0.010000,0.130000,0.170000,0.060000
0.071700,0.030400,0.000200,0.030100,0.010500,0.010000,0.070800,0.080400,0.050800,0.000000,0.030500,0.030000,0.010000,0.020100,0.120500,0.030300,0.020100,0.201300,0.161700,0.030600
0.170717,0.050304,0.000002,0.020301,0.000105,0.020100,0.050708,0.060804,0.010508,0.000000,0.000305,0.000300,0.000100,0.050201,0.081205,0.050303,0.040201,0.142013,0.191617,0.070306
0.131707,0.030503,0.020000,0.040203,0.020001,0.020201,0.020507,0.010608,0.060105,0.000000,0.010003,0.010003,0.000001,0.110502,0.040812,0.010503,0.010402,0.171420,0.251916,0.040703
0.131317,0.030305,0.030200,0.050402,0.050200,0.010202,0.030205,0.030106,0.010601,0.010000,0.070100,0.000100,0.010000,0.031105,0.110408,0.010105,0.030104,0.121714,0.222519,0.020407
0.081313,0.040303,0.020302,0.020504,0.040502,0.010102,0.050302,0.050301,0.030106,0.000100,0.040701,0.000001,0.010100,0.090311,0.051104,0.020101,0.010301,0.151217,0.212225,0.080204
0.120813,0.030403,0.000203,0.030205,0.020405,0.010101,0.060503,0.070503,0.020301,0.000001,0.020407,0.000000,0.010101,0.080903,0.050511,0.010201,0.020103,0.111512,0.312122,0.030802
0.091208,0.090304,0.040002,0.050302,0.000204,0.020101,0.070605,0.050705,0.020203,0.000000,0.040204,0.000000,0.010101,0.020809,0.080505,0.010102,0.020201,0.121115,0.203121,0.070308
0.150912,0.060903,0.030400,0.010503,0.030002,0.000201,0.030706,0.030507,0.060202,0.000000,0.020402,0.000000,0.000101,0.070208,0.110805,0.020101,0.010202,0.131211,0.192031,0.050703
0.181509,0.050609,0.010304,0.030105,0.020300,0.000002,0.080307,0.020305,0.050602,0.000000,0.020204,0.010000,0.010001,0.040702,0.101108,0.020201,0.030102,0.091312,0.181920,0.060507
0.101815,0.030506,0.030103,0.000301,0.050203,0.000000,0.070803,0.030203,0.080506,0.000000,0.040202,0.010100,0.000100,0.000407,0.091011,0.030202,0.020301,0.150913,0.231819,0.040605
0.111018,0.050305,0.010301,0.000003,0.020502,0.010000,0.060708,0.000302,0.020805,0.000000,0.020402,0.020101,0.010001,0.030004,0.140910,0.020302,0.030203,0.191509,0.202318,0.060406
0.061110,0.020503,0.040103,0.010000,0.060205,0.000100,0.050607,0.020003,0.020208,0.000000,0.030204,0.010201,0.010100,0.050300,0.071409,0.070203,0.010302,0.141915,0.292023,0.040604
0.120611,0.070205,0.080401,0.010100,0.020602,0.020001,0.040506,0.020200,0.050202,0.000000,0.020302,0.020102,0.010101,0.010503,0.070714,0.030702,0.000103,0.141419,0.202920,0.070406
0.181206,0.040702,0.010804,0.030101,0.010206,0.020200,0.020405,0.020202,0.060502,0.000000,0.010203,0.000201,0.000101,0.020105,0.120707,0.040307,0.020001,0.151414,0.202029,0.050704
0.101812,0.040407,0.040108,0.030301,0.040102,0.000202,0.030204,0.040202,0.010605,0.010000,0.040102,0.010002,0.000001,0.010201,0.161207,0.030403,0.040200,0.151514,0.182020,0.040507
